embedding_model,index,outcome,outcome_label,r2_index,r2_resid_explained_by_emb,delta_r2,pct_unexplained_var,r2_sequential_combined,n_train,n_test
OlmoEarth-1.2 Nano,SVI,COPD,COPD,-0.0485,0.2908,0.3049,0.2908,0.2564,54519,21672
OlmoEarth-1.2 Nano,SVI,CSMOKING,Current smoking,0.0076,0.2721,0.27,0.2721,0.2776,54519,21672
OlmoEarth-1.2 Nano,SVI,DENTAL,Dental visit,0.2369,-0.0938,0,0,0.2369,59105,21672
OlmoEarth-1.2 Nano,SVI,DEPRESSION,Depression,-0.116,-0.121,0,0,-0.116,54519,21672
OlmoEarth-1.2 Nano,SVI,DIABETES,Diabetes,0.0431,0.2387,0.2284,0.2387,0.2715,54519,21672
OlmoEarth-1.2 Nano,SVI,DISABILITY,Any disability,0.2235,0.2044,0.1587,0.2044,0.3822,54519,21672
OlmoEarth-1.2 Nano,SVI,EMOTIONSPT,Emotional support,0.6206,0.0563,0.0213,0.0563,0.6419,39650,18298
OlmoEarth-1.2 Nano,SVI,FOODINSECU,Food insecurity,0.4205,0.0972,0.0563,0.0972,0.4768,39650,18298
OlmoEarth-1.2 Nano,SVI,FOODSTAMP,Food stamp use,0.3773,0.1349,0.084,0.1349,0.4613,39650,18298
OlmoEarth-1.2 Nano,SVI,GHLTH,Fair/poor general health,0.4377,0.2019,0.1135,0.2019,0.5512,54519,21672
OlmoEarth-1.2 Nano,SVI,HEARING,Hearing disability,-0.0504,0.2271,0.2386,0.2271,0.1882,54519,21672
OlmoEarth-1.2 Nano,SVI,HIGHCHOL,High cholesterol,-0.0941,0.1812,0.1983,0.1813,0.1042,54519,21672
OlmoEarth-1.2 Nano,SVI,HOUSINSECU,Housing insecurity,0.4591,0.0716,0.0387,0.0716,0.4978,39650,18298
OlmoEarth-1.2 Nano,SVI,INDEPLIVE,Independent living difficulty,0.2327,0.1816,0.1393,0.1816,0.372,54519,21672
OlmoEarth-1.2 Nano,SVI,LACKTRPT,Lack of transportation,0.3613,0.1048,0.067,0.1048,0.4283,39650,18298
OlmoEarth-1.2 Nano,SVI,LONELINESS,Loneliness,0.4069,-0.0438,0,0,0.4069,39650,18298
OlmoEarth-1.2 Nano,SVI,LPA,Physical inactivity,0.2023,0.1842,0.1469,0.1842,0.3492,54519,21672
OlmoEarth-1.2 Nano,SVI,MAMMOUSE,Mammography use,0.1286,0.0358,0.0312,0.0358,0.1598,59074,21664
OlmoEarth-1.2 Nano,SVI,MHLTH,Poor mental health days,0.1675,0.1354,0.1128,0.1354,0.2803,54519,21672
OlmoEarth-1.2 Nano,SVI,MOBILITY,Mobility disability,0.1299,0.2378,0.2069,0.2378,0.3368,54519,21672
OlmoEarth-1.2 Nano,SVI,OBESITY,Obesity,-0.2228,0.1514,0.1852,0.1514,-0.0376,54519,21672
OlmoEarth-1.2 Nano,SVI,PHLTH,Poor physical health days,0.2173,0.2197,0.172,0.2197,0.3893,54519,21672
OlmoEarth-1.2 Nano,SVI,SELFCARE,Self-care disability,0.2211,0.1985,0.1546,0.1985,0.3757,54519,21672
OlmoEarth-1.2 Nano,SVI,SHUTUTILITY,Utility shutoff,0.0681,0.0598,0.0557,0.0598,0.1238,39650,18298
OlmoEarth-1.2 Nano,SVI,SLEEP,Short sleep duration,-0.032,-0.0375,0,0,-0.032,59105,21672
OlmoEarth-1.2 Nano,SVI,STROKE,Stroke,0.0056,0.2496,0.2482,0.2496,0.2538,54519,21672
OlmoEarth-1.2 Nano,SVI,TEETHLOST,Tooth loss,0.0656,0.1449,0.1354,0.1449,0.201,59080,21666
OlmoEarth-1.2 Nano,SVI,VISION,Vision disability,0.3603,0.1421,0.0909,0.1421,0.4512,54519,21672
Prithvi-EO-2.0 300M-TL,ReADI,ACCESS2,Lack of health insurance,0.4267,-0.069,0,0,0.4267,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,ARTHRITIS,Arthritis,0.1414,0.3014,0.2588,0.3014,0.4002,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,BINGE,Binge drinking,0.1588,0.0972,0.0817,0.0972,0.2405,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,BPHIGH,High blood pressure,0.328,0.2392,0.1608,0.2392,0.4888,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,BPMED,BP medication use,-0.0391,0.2185,0.227,0.2185,0.1879,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,CANCER,Cancer (excl. skin),0.0734,0.2844,0.2635,0.2844,0.3369,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,CASTHMA,Current asthma,0.2588,0.0214,0.0159,0.0214,0.2747,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,CHD,Coronary heart disease,0.3745,0.2344,0.1466,0.2344,0.5211,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,CHECKUP,Annual checkup,-0.0793,0.2345,0.2531,0.2345,0.1738,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,CHOLSCREEN,Cholesterol screening,0.2991,0.1661,0.1164,0.1661,0.4155,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,COGNITION,Cognitive decline,0.7597,-0.1266,0,0,0.7597,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,COLON_SCREEN,Colorectal cancer screening,0.2745,0.2055,0.1491,0.2055,0.4236,59070,15989
Prithvi-EO-2.0 300M-TL,ReADI,COPD,COPD,0.6358,0.2054,0.0748,0.2054,0.7106,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,CSMOKING,Current smoking,0.7744,0.0487,0.011,0.0487,0.7854,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,DENTAL,Dental visit,0.7732,-0.3662,0,0,0.7732,59072,15990
Prithvi-EO-2.0 300M-TL,ReADI,DEPRESSION,Depression,-0.4138,-0.519,0,0,-0.4138,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,DIABETES,Diabetes,0.5658,0.1309,0.0569,0.1309,0.6227,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,DISABILITY,Any disability,0.806,0.0689,0.0134,0.0689,0.8194,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,EMOTIONSPT,Emotional support,0.1837,0.2893,0.2361,0.2893,0.4198,39468,12610
Prithvi-EO-2.0 300M-TL,ReADI,FOODINSECU,Food insecurity,0.7811,0.1796,0.0393,0.1796,0.8204,39468,12610
Prithvi-EO-2.0 300M-TL,ReADI,FOODSTAMP,Food stamp use,0.7403,0.1436,0.0373,0.1436,0.7776,39468,12610
Prithvi-EO-2.0 300M-TL,ReADI,GHLTH,Fair/poor general health,0.8,0.0857,0.0171,0.0857,0.8171,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,HEARING,Hearing disability,0.2556,0.2528,0.1882,0.2528,0.4438,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,HIGHCHOL,High cholesterol,-0.1018,0.1444,0.1591,0.1444,0.0573,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,HOUSINSECU,Housing insecurity,0.6908,0.1805,0.0558,0.1805,0.7466,39468,12610
Prithvi-EO-2.0 300M-TL,ReADI,INDEPLIVE,Independent living difficulty,0.8817,-0.108,0,0,0.8817,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,LACKTRPT,Lack of transportation,0.7591,0.1967,0.0474,0.1967,0.8065,39468,12610
Prithvi-EO-2.0 300M-TL,ReADI,LONELINESS,Loneliness,0.1581,-0.0477,0,0,0.1581,39468,12610
Prithvi-EO-2.0 300M-TL,ReADI,LPA,Physical inactivity,0.7238,-0.035,0,0,0.7238,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,MAMMOUSE,Mammography use,0.2339,0.1185,0.0908,0.1185,0.3247,59041,15986
Prithvi-EO-2.0 300M-TL,ReADI,MHLTH,Poor mental health days,0.5958,-0.0504,0,0,0.5958,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,MOBILITY,Mobility disability,0.6739,0.1676,0.0546,0.1676,0.7285,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,OBESITY,Obesity,0.5567,0.14,0.0621,0.14,0.6188,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,PHLTH,Poor physical health days,0.7392,0.0915,0.0239,0.0915,0.7631,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,SELFCARE,Self-care disability,0.8169,0.072,0.0132,0.072,0.8301,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,SHUTUTILITY,Utility shutoff,0.7911,0.0385,0.008,0.0385,0.7991,39468,12610
Prithvi-EO-2.0 300M-TL,ReADI,SLEEP,Short sleep duration,0.4529,-0.0247,0,0,0.4529,59072,15990
Prithvi-EO-2.0 300M-TL,ReADI,STROKE,Stroke,0.5657,0.1747,0.0759,0.1747,0.6416,54391,15990
Prithvi-EO-2.0 300M-TL,ReADI,TEETHLOST,Tooth loss,0.8462,0.016,0.0025,0.016,0.8487,59048,15986
Prithvi-EO-2.0 300M-TL,ReADI,VISION,Vision disability,0.8301,0.0944,0.016,0.0944,0.8461,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,ACCESS2,Lack of health insurance,0.2192,-0.266,0,0,0.2192,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,ARTHRITIS,Arthritis,9e-4,0.1853,0.1851,0.1853,0.186,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,BINGE,Binge drinking,0.0383,0.1058,0.1017,0.1057,0.14,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,BPHIGH,High blood pressure,-0.0229,0.1803,0.1845,0.1803,0.1616,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,BPMED,BP medication use,0.0061,0.144,0.1431,0.144,0.1492,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,CANCER,Cancer (excl. skin),0.2797,0.1298,0.0935,0.1298,0.3732,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,CASTHMA,Current asthma,0.1203,-0.0236,0,0,0.1203,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,CHD,Coronary heart disease,0.035,0.1589,0.1533,0.1589,0.1883,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,CHECKUP,Annual checkup,-0.0121,0.2121,0.2147,0.2121,0.2026,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,CHOLSCREEN,Cholesterol screening,0.4154,0.0895,0.0523,0.0895,0.4677,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,COGNITION,Cognitive decline,0.6035,-0.053,0,0,0.6035,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,COLON_SCREEN,Colorectal cancer screening,0.391,0.1265,0.077,0.1265,0.468,59070,15989
Prithvi-EO-2.0 300M-TL,SDI,COPD,COPD,0.1725,0.1558,0.1289,0.1558,0.3014,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,CSMOKING,Current smoking,0.3481,0.1505,0.0981,0.1504,0.4462,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,DENTAL,Dental visit,0.5037,-0.2872,0,0,0.5037,59072,15990
Prithvi-EO-2.0 300M-TL,SDI,DEPRESSION,Depression,-0.4287,-0.3132,0,0,-0.4287,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,DIABETES,Diabetes,0.1797,0.1242,0.1019,0.1242,0.2816,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,DISABILITY,Any disability,0.3964,0.092,0.0555,0.092,0.4519,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,EMOTIONSPT,Emotional support,0.3876,0.1858,0.1138,0.1858,0.5014,39468,12610
Prithvi-EO-2.0 300M-TL,SDI,FOODINSECU,Food insecurity,0.6934,-0.0552,0,0,0.6934,39468,12610
Prithvi-EO-2.0 300M-TL,SDI,FOODSTAMP,Food stamp use,0.7053,-0.135,0,0,0.7053,39468,12610
Prithvi-EO-2.0 300M-TL,SDI,GHLTH,Fair/poor general health,0.5184,0.1302,0.0627,0.1302,0.5811,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,HEARING,Hearing disability,-0.0172,0.1177,0.1197,0.1177,0.1025,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,HIGHCHOL,High cholesterol,-0.0894,0.0645,0.0702,0.0645,-0.0192,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,HOUSINSECU,Housing insecurity,0.6713,-0.0651,0,0,0.6713,39468,12610
Prithvi-EO-2.0 300M-TL,SDI,INDEPLIVE,Independent living difficulty,0.5753,0.064,0.0272,0.064,0.6025,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,LACKTRPT,Lack of transportation,0.7275,-0.1166,0,0,0.7275,39468,12610
Prithvi-EO-2.0 300M-TL,SDI,LONELINESS,Loneliness,0.4228,-0.2429,0,0,0.4228,39468,12610
Prithvi-EO-2.0 300M-TL,SDI,LPA,Physical inactivity,0.343,0.0298,0.0196,0.0298,0.3626,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,MAMMOUSE,Mammography use,0.1257,0.0448,0.0392,0.0448,0.1649,59041,15986
Prithvi-EO-2.0 300M-TL,SDI,MHLTH,Poor mental health days,0.5099,0.0292,0.0143,0.0292,0.5242,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,MOBILITY,Mobility disability,0.2511,0.1497,0.1121,0.1497,0.3632,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,OBESITY,Obesity,0.085,0.1203,0.1101,0.1203,0.1951,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,PHLTH,Poor physical health days,0.3154,0.1493,0.1022,0.1493,0.4176,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,SELFCARE,Self-care disability,0.465,0.1021,0.0546,0.102,0.5196,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,SHUTUTILITY,Utility shutoff,0.6378,-0.1569,0,0,0.6378,39468,12610
Prithvi-EO-2.0 300M-TL,SDI,SLEEP,Short sleep duration,0.2364,-0.0596,0,0,0.2364,59072,15990
Prithvi-EO-2.0 300M-TL,SDI,STROKE,Stroke,0.1825,0.1542,0.1261,0.1542,0.3086,54391,15990
Prithvi-EO-2.0 300M-TL,SDI,TEETHLOST,Tooth loss,0.5403,0.0945,0.0435,0.0945,0.5838,59048,15986
Prithvi-EO-2.0 300M-TL,SDI,VISION,Vision disability,0.5631,0.0227,0.0099,0.0227,0.573,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,ACCESS2,Lack of health insurance,0.0298,-0.3594,0,0,0.0298,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,ARTHRITIS,Arthritis,0.0792,0.179,0.1648,0.179,0.244,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,BINGE,Binge drinking,0.0825,0.0557,0.0511,0.0557,0.1336,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,BPHIGH,High blood pressure,-0.0196,0.0978,0.0998,0.0978,0.0802,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,BPMED,BP medication use,0.0041,0.1692,0.1685,0.1692,0.1726,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,CANCER,Cancer (excl. skin),0.2525,0.2,0.1495,0.2,0.402,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,CASTHMA,Current asthma,-0.0232,-0.0576,0,0,-0.0232,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,CHD,Coronary heart disease,0.0252,0.1009,0.0983,0.1009,0.1235,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,CHECKUP,Annual checkup,0.0635,0.1838,0.1721,0.1838,0.2356,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,CHOLSCREEN,Cholesterol screening,0.201,0.1004,0.0802,0.1004,0.2812,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,COGNITION,Cognitive decline,0.295,-0.0831,0,0,0.295,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,COLON_SCREEN,Colorectal cancer screening,0.4202,0.0185,0.0107,0.0185,0.4309,59070,15989
Prithvi-EO-2.0 300M-TL,SVI,COPD,COPD,0.0687,0.0516,0.048,0.0516,0.1167,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,CSMOKING,Current smoking,0.1233,0.0179,0.0157,0.0179,0.139,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,DENTAL,Dental visit,0.2012,-0.3717,0,0,0.2012,59072,15990
Prithvi-EO-2.0 300M-TL,SVI,DEPRESSION,Depression,-0.3973,-0.3795,0,0,-0.3973,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,DIABETES,Diabetes,0.0726,0.0118,0.011,0.0118,0.0836,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,DISABILITY,Any disability,0.2098,-0.1042,0,0,0.2098,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,EMOTIONSPT,Emotional support,0.4986,-0.0791,0,0,0.4986,39468,12610
Prithvi-EO-2.0 300M-TL,SVI,FOODINSECU,Food insecurity,0.3332,-0.2347,0,0,0.3332,39468,12610
Prithvi-EO-2.0 300M-TL,SVI,FOODSTAMP,Food stamp use,0.3287,-0.21560000000000001,0,0,0.3287,39468,12610
Prithvi-EO-2.0 300M-TL,SVI,GHLTH,Fair/poor general health,0.3238,-0.0788,0,0,0.3238,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,HEARING,Hearing disability,-0.0035,0.0799,0.0802,0.0799,0.0767,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,HIGHCHOL,High cholesterol,-0.109,0.1035,0.1148,0.1035,0.0058,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,HOUSINSECU,Housing insecurity,0.3533,-0.293,0,0,0.3533,39468,12610
Prithvi-EO-2.0 300M-TL,SVI,INDEPLIVE,Independent living difficulty,0.2369,-0.0716,0,0,0.2369,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,LACKTRPT,Lack of transportation,0.319,-0.1964,0,0,0.319,39468,12610
Prithvi-EO-2.0 300M-TL,SVI,LONELINESS,Loneliness,0.3274,-0.0948,0,0,0.3274,39468,12610
Prithvi-EO-2.0 300M-TL,SVI,LPA,Physical inactivity,0.1431,-0.1076,0,0,0.1431,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,MAMMOUSE,Mammography use,0.0687,-0.0368,0,0,0.0687,59041,15986
Prithvi-EO-2.0 300M-TL,SVI,MHLTH,Poor mental health days,0.188,0.0364,0.0296,0.0364,0.2176,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,MOBILITY,Mobility disability,0.1293,-0.0372,0,0,0.1293,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,OBESITY,Obesity,-0.0625,-0.0105,0,0,-0.0625,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,PHLTH,Poor physical health days,0.176,-0.0206,0,0,0.176,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,SELFCARE,Self-care disability,0.2014,-0.1003,0,0,0.2014,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,SHUTUTILITY,Utility shutoff,0.1903,-0.2495,0,0,0.1903,39468,12610
Prithvi-EO-2.0 300M-TL,SVI,SLEEP,Short sleep duration,-0.0129,-0.1527,0,0,-0.0129,59072,15990
Prithvi-EO-2.0 300M-TL,SVI,STROKE,Stroke,0.0929,0.0145,0.0132,0.0145,0.1061,54391,15990
Prithvi-EO-2.0 300M-TL,SVI,TEETHLOST,Tooth loss,0.1847,-0.0027,0,0,0.1847,59048,15986
Prithvi-EO-2.0 300M-TL,SVI,VISION,Vision disability,0.2687,-0.1964,0,0,0.2687,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,ACCESS2,Lack of health insurance,0.4267,-0.1509,0,0,0.4267,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,ARTHRITIS,Arthritis,0.1414,0.3016,0.259,0.3016,0.4004,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,BINGE,Binge drinking,0.1588,0.0334,0.0281,0.0334,0.1869,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,BPHIGH,High blood pressure,0.328,0.2344,0.1575,0.2344,0.4855,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,BPMED,BP medication use,-0.0391,0.1782,0.1851,0.1782,0.146,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,CANCER,Cancer (excl. skin),0.0734,0.2818,0.2611,0.2818,0.3345,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,CASTHMA,Current asthma,0.2588,0.0078,0.0058,0.0078,0.2646,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,CHD,Coronary heart disease,0.3745,0.2099,0.1313,0.2099,0.5058,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,CHECKUP,Annual checkup,-0.0793,0.2106,0.2273,0.2106,0.148,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,CHOLSCREEN,Cholesterol screening,0.2991,0.142,0.0995,0.142,0.3986,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,COGNITION,Cognitive decline,0.7597,-0.1179,0,0,0.7597,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,COLON_SCREEN,Colorectal cancer screening,0.2745,0.2014,0.1461,0.2014,0.4206,59070,15989
Prithvi-EO-2.0 Tiny-TL,ReADI,COPD,COPD,0.6358,0.2006,0.0731,0.2006,0.7089,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,CSMOKING,Current smoking,0.7744,0.024,0.0054,0.024,0.7798,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,DENTAL,Dental visit,0.7732,-0.7538,0,0,0.7732,59072,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,DEPRESSION,Depression,-0.4138,-0.6404,0,0,-0.4138,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,DIABETES,Diabetes,0.5658,0.096,0.0417,0.096,0.6075,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,DISABILITY,Any disability,0.806,0.0267,0.0052,0.0267,0.8112,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,EMOTIONSPT,Emotional support,0.1837,0.2152,0.1757,0.2152,0.3594,39468,12610
Prithvi-EO-2.0 Tiny-TL,ReADI,FOODINSECU,Food insecurity,0.7811,0.1507,0.033,0.1507,0.8141,39468,12610
Prithvi-EO-2.0 Tiny-TL,ReADI,FOODSTAMP,Food stamp use,0.7403,0.1307,0.0339,0.1307,0.7742,39468,12610
Prithvi-EO-2.0 Tiny-TL,ReADI,GHLTH,Fair/poor general health,0.8,0.07,0.014,0.07,0.814,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,HEARING,Hearing disability,0.2556,0.2416,0.1799,0.2416,0.4355,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,HIGHCHOL,High cholesterol,-0.1018,0.1305,0.1438,0.1305,0.042,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,HOUSINSECU,Housing insecurity,0.6908,0.1668,0.0516,0.1668,0.7424,39468,12610
Prithvi-EO-2.0 Tiny-TL,ReADI,INDEPLIVE,Independent living difficulty,0.8817,-0.0965,0,0,0.8817,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,LACKTRPT,Lack of transportation,0.7591,0.1925,0.0464,0.1926,0.8055,39468,12610
Prithvi-EO-2.0 Tiny-TL,ReADI,LONELINESS,Loneliness,0.1581,0.011,0.0092,0.011,0.1673,39468,12610
Prithvi-EO-2.0 Tiny-TL,ReADI,LPA,Physical inactivity,0.7238,-0.0842,0,0,0.7238,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,MAMMOUSE,Mammography use,0.2339,0.1211,0.0928,0.1211,0.3267,59041,15986
Prithvi-EO-2.0 Tiny-TL,ReADI,MHLTH,Poor mental health days,0.5958,-0.0749,0,0,0.5958,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,MOBILITY,Mobility disability,0.6739,0.1266,0.0413,0.1266,0.7152,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,OBESITY,Obesity,0.5567,0.0573,0.0254,0.0573,0.5821,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,PHLTH,Poor physical health days,0.7392,0.0634,0.0165,0.0634,0.7557,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,SELFCARE,Self-care disability,0.8169,0.0498,0.0091,0.0498,0.826,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,SHUTUTILITY,Utility shutoff,0.7911,0.0599,0.0125,0.0599,0.8036,39468,12610
Prithvi-EO-2.0 Tiny-TL,ReADI,SLEEP,Short sleep duration,0.4529,-0.0773,0,0,0.4529,59072,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,STROKE,Stroke,0.5657,0.1475,0.0641,0.1475,0.6298,54391,15990
Prithvi-EO-2.0 Tiny-TL,ReADI,TEETHLOST,Tooth loss,0.8462,0.0045,7e-4,0.0045,0.8469,59048,15986
Prithvi-EO-2.0 Tiny-TL,ReADI,VISION,Vision disability,0.8301,0.0699,0.0119,0.0699,0.842,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,ACCESS2,Lack of health insurance,0.2192,-0.243,0,0,0.2192,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,ARTHRITIS,Arthritis,9e-4,0.233,0.2328,0.233,0.2337,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,BINGE,Binge drinking,0.0383,0.1005,0.0966,0.1005,0.1349,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,BPHIGH,High blood pressure,-0.0229,0.2195,0.2246,0.2195,0.2017,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,BPMED,BP medication use,0.0061,0.1297,0.129,0.1297,0.1351,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,CANCER,Cancer (excl. skin),0.2797,0.1523,0.1097,0.1523,0.3894,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,CASTHMA,Current asthma,0.1203,0.0451,0.0397,0.0452,0.16,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,CHD,Coronary heart disease,0.035,0.1842,0.1778,0.1842,0.2128,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,CHECKUP,Annual checkup,-0.0121,0.1924,0.1947,0.1924,0.1826,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,CHOLSCREEN,Cholesterol screening,0.4154,0.041,0.024,0.041,0.4394,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,COGNITION,Cognitive decline,0.6035,0.0151,0.006,0.0151,0.6095,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,COLON_SCREEN,Colorectal cancer screening,0.391,0.115,0.07,0.115,0.461,59070,15989
Prithvi-EO-2.0 Tiny-TL,SDI,COPD,COPD,0.1725,0.2204,0.1824,0.2204,0.3549,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,CSMOKING,Current smoking,0.3481,0.162,0.1056,0.162,0.4537,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,DENTAL,Dental visit,0.5037,-0.5028,0,0,0.5037,59072,15990
Prithvi-EO-2.0 Tiny-TL,SDI,DEPRESSION,Depression,-0.4287,-0.4223,0,0,-0.4287,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,DIABETES,Diabetes,0.1797,0.1486,0.1219,0.1486,0.3016,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,DISABILITY,Any disability,0.3964,0.1698,0.1025,0.1698,0.4989,54391,15990
Prithvi-EO-2.0 Tiny-TL,SDI,EMOTIONSPT,Emotional support,0.3876,0.0953,0.0583,0.0953,0.4459,39468,12610
Prithvi-EO-2.0 Tiny-TL,SDI,FOODINSECU,Food insecurity,0.6934,-0.0125,0,0,0.6934,39468,12610
